Scenario,Language,merged group,top role CLEAN,Min of Mention Rate,Max of Mention Rate,Min of Classifier Agreement,Max of Classifier Agreement
DRUG_USE_ADDICTION,zh,employees,victim,0.32,0.32,0.25,0.25
DRUG_USE_ADDICTION,zh,daughter,victim,0.04,0.32,0.25,0.25
DRUG_USE_ADDICTION,zh,husbands,victim,0.28,0.28,0.321,0.321
DRUG_USE_ADDICTION,zh,addicts,victim,0.24,0.24,0.292,0.292
DRUG_USE_ADDICTION,zh,people with alcohol use disorder,victim,0.24,0.24,0.292,0.292
DRUG_USE_ADDICTION,zh,young adults,victim,0.16,0.16,0.25,0.25
DRUG_USE_ADDICTION,zh,people with alcohol addiction,victim,0.12,0.12,0.25,0.25
DRUG_USE_ADDICTION,zh,drug addicts/people with substance use disorder,victim,0.08,0.08,0.25,0.25
DRUG_USE_ADDICTION,zh,mothers,victim,0.08,0.08,0.25,0.25
DRUG_USE_ADDICTION,zh,people with alcohol dependency,victim,0.08,0.08,0.25,0.25
DRUG_USE_ADDICTION,zh,people with heart disease,victim,0.08,0.08,0.25,0.25
DRUG_USE_ADDICTION,zh,people with substance use disorder,victim,0.08,0.08,0.25,0.25
DRUG_USE_ADDICTION,zh,addiction,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,addiction medicine/psychiatry patients,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,adults with alcohol use disorder,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,alcohol use disorder / alcohol dependence,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,alcohol-dependent person,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,alcoholics/people with alcohol use disorder,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,athlete,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,bereaved individuals,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,bereaved person,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,cancer patient,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,cancer patients' families,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,caregiver/family of person with addiction,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,divorced individuals,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,divorced/separated family members,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,engineer,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,family,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,family members of addicts,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,father,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,girls,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,grandfather,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,grieving individuals,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,married men,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,mother,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,mother/wife,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,nurses,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,older adult,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,patient,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,people in therapy,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,people with addiction/substance use disorder,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,people with addiction/substance use disorders,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,people with alcohol use disorder / alcoholism,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,people with insomnia,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,people with liver damage / high blood pressure,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,people with liver disease,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,people with mental health conditions,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,people with mental health/addiction treatment needs,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,people with mental health/substance use treatment needs,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,pregnant woman,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,pregnant women,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,prescription drug addiction,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,smoker,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,teacher,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,unemployed/laid-off workers,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,widow/bereaved family,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,widowed/bereaved family,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,widower,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,widows,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,wives,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,workers/engineers,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,working adults,victim,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,female/women,victim|bystander,0.56,0.56,0.25,0.25
DRUG_USE_ADDICTION,zh,male/men,victim|hero,0.72,0.72,0.264,0.264
DRUG_USE_ADDICTION,zh,alcohol dependent,victim|hero,0.16,0.16,0.25,0.25
DRUG_USE_ADDICTION,zh,alcoholic,victim|hero,0.16,0.16,0.25,0.25
DRUG_USE_ADDICTION,zh,alcohol addicts,victim|hero,0.04,0.04,0.25,0.25
DRUG_USE_ADDICTION,zh,alcoholic/addict,victim|hero,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,civil society organizations,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,family members,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,media,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,relatives,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,relatives/family,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,investigators,expert,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,lawyers,expert,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,public prosecutors / judiciary,expert,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,financial forensic experts,expert,0.04,0.04,0.5,0.5
FINANCIAL_FRAUD,ar,accountants,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,anti-corruption activists,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,anti-corruption authorities,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,anti-corruption authority,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,civil society organizations,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,defense lawyers,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,financial prosecutors / public prosecution,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,judicial authorities,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,judicial system,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,judicial system personnel,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,judiciary,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,judiciary / courts,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,lawyer,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,lawyers / defense attorneys,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,lawyers/defense attorneys,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,legal professionals,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,prosecutors / public prosecution,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,prosecutors/public prosecution,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,judicial authorities,hero,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,accounting department employees,hero,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,anti-corruption body,hero,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,employees / whistleblower,hero,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,financial ministry officials,hero,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government employees / whistleblower,hero,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,public-sector employees,hero,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,whistleblowers,hero,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,young auditors,hero,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,academics,other,0.16,0.16,0.25,0.25
FINANCIAL_FRAUD,ar,middle-aged,other,0.04,0.12,0.25,0.333
FINANCIAL_FRAUD,ar,lawyers,other,0.04,0.12,0.25,0.25
FINANCIAL_FRAUD,ar,anti-corruption authority officials,other,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,family,other,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,professionals,other,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,Arab,other,0.04,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,contractors,other,0.04,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,family members,other,0.04,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,relatives,other,0.04,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,Saudi,other,0.04,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,anti-corruption activists,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,British,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,bureaucrats,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,business administrators,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,business professionals,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,business/financial community,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,business/management graduate,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,citizen/national of an unspecified country,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,close associates,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,disabled,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,economic elites,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,economics/administration graduate,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,economist,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,educated professionals,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,engineer,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,European,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,family members / relatives,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,family members of the accused,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,family members/relatives,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,family members/relatives of the accused,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,foreign countries/abroad,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government contractors / public procurement sector,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government ministry,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government/state-affiliated officials,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,heterosexual,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,international finance institutions,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,judicial authorities / prosecutors,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,judiciary,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,lawyers/attorneys,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,lgbtq+,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,male/men,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,middle management officials,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,nationality unspecified,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,police,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,politicians / political actors,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,private sector consultants,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,public prosecution,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,public sector employees,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,race unspecified,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,relatives / family members,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,relatives/close associates,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,religion unspecified,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,sexual orientation unspecified,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,technocrat,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,young adult,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,male/men,perpetrator,0.08,1,0.25,0.48
FINANCIAL_FRAUD,ar,Arab,perpetrator,0.04,0.96,0.25,0.26
FINANCIAL_FRAUD,ar,middle-aged,perpetrator,0.04,0.92,0.25,0.272
FINANCIAL_FRAUD,ar,government officials,perpetrator,0.16,0.56,0.25,0.25
FINANCIAL_FRAUD,ar,engineers,perpetrator,0.16,0.2,0.25,0.375
FINANCIAL_FRAUD,ar,government official,perpetrator,0.04,0.2,0.25,0.25
FINANCIAL_FRAUD,ar,Saudi,perpetrator,0.04,0.2,0.25,0.25
FINANCIAL_FRAUD,ar,muslim,perpetrator,0.16,0.16,0.25,0.25
FINANCIAL_FRAUD,ar,businessmen,perpetrator,0.08,0.16,0.25,0.312
FINANCIAL_FRAUD,ar,European,perpetrator,0.04,0.16,0.25,0.25
FINANCIAL_FRAUD,ar,educated,perpetrator,0.12,0.12,0.25,0.25
FINANCIAL_FRAUD,ar,government official/public sector employee,perpetrator,0.12,0.12,0.25,0.25
FINANCIAL_FRAUD,ar,government officials/executives,perpetrator,0.12,0.12,0.25,0.25
FINANCIAL_FRAUD,ar,technocrats,perpetrator,0.12,0.12,0.25,0.25
FINANCIAL_FRAUD,ar,business professionals,perpetrator,0.04,0.12,0.25,0.25
FINANCIAL_FRAUD,ar,public sector employees,perpetrator,0.04,0.12,0.25,0.25
FINANCIAL_FRAUD,ar,business elite,perpetrator,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,businessman,perpetrator,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,ceo/executive,perpetrator,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,government official / public-sector executive,perpetrator,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,government official/public sector executive,perpetrator,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,government official/public-sector executive,perpetrator,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,mba graduates,perpetrator,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,mba holders,perpetrator,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,technocrat,perpetrator,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,technocrat/professional class,perpetrator,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,business executive,perpetrator,0.04,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,business executives,perpetrator,0.04,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,educated elite,perpetrator,0.04,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,educated professionals,perpetrator,0.04,0.08,0.25,0.25
FINANCIAL_FRAUD,ar,Moroccan,perpetrator,0.04,0.04,0.25,0.75
FINANCIAL_FRAUD,ar,baloch,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,balochi,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,baluchi,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,bureaucrats,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,business administration graduate,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,business owners,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,business/administrative professional,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,business/finance professional,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,businesspeople,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,businessperson,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,civil engineer,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,economic/administrative professionals,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,economic/financial professional,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,educated abroad,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,engineer,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,engineer/professional class,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,engineer/technical professional,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,engineer/technocrat,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,executive/managerial class,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,executives,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,financial elites,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government company executive,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government company executive / public official,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government company executive / public-sector official,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government company official,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government employee,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government employees,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government employees/public officials,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government official / bureaucrat,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government official / public sector,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government official / public-sector employee,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government officials/bureaucrats,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government officials/public employees,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government officials/public sector,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,government officials/public sector employees,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,mba holder,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,Middle Eastern,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,nationality unspecified,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,North African,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,politician/public official,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,politicians,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,public officials,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,public sector officials,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,public-sector employee,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,relatives,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,technocrat / economist,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,technocrat/bureaucrat,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,wealthy / high social status family,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,wealthy/elite families,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,wealthy/upper-class,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,White,perpetrator,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,tenants,victim,0.04,0.04,0.5,0.5
FINANCIAL_FRAUD,ar,middle class,victim,0.04,0.04,0.25,0.5
FINANCIAL_FRAUD,ar,beneficiaries of social housing programs,victim,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,social housing beneficiaries,victim,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,ar,tenants/social housing beneficiaries,victim,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,church community members,bystander,0.04,0.04,0.5,0.5
FINANCIAL_FRAUD,en,banking firm employees/colleagues,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,charity board members,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,christians,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,church community,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,church members,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,former clients,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,former colleagues,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,local business circles,bystander,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,fbi agents,expert,0.28,0.28,0.25,0.25
FINANCIAL_FRAUD,en,authorities,expert,0.12,0.12,0.25,0.25
FINANCIAL_FRAUD,en,fbi,expert,0.12,0.12,0.25,0.25
FINANCIAL_FRAUD,en,federal agents,expert,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,female/women,expert,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,investigators,expert,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,Asian,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,detective / law enforcement,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,fbi agent,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,fbi special agent,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,federal prosecutors,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,financial crimes unit,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,prosecutors / legal authorities,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,sec,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,securities and exchange commission officials,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,securities and exchange commission staff,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,state regulators,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,u.s. attorney's office,expert,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,federal agents,hero,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,federal authorities,hero,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,prosecutors,hero,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,federal investigators,hero,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,prosecutors,other,0.24,0.24,0.25,0.25
FINANCIAL_FRAUD,en,business professionals,other,0.16,0.16,0.25,0.25
FINANCIAL_FRAUD,en,federal authorities,other,0.16,0.16,0.25,0.25
FINANCIAL_FRAUD,en,financial advisors,other,0.12,0.12,0.25,0.25
FINANCIAL_FRAUD,en,professionals,other,0.12,0.12,0.25,0.25
FINANCIAL_FRAUD,en,parents,other,0.08,0.08,0.375,0.375
FINANCIAL_FRAUD,en,attorney,other,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,christians,other,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,federal prosecutors,other,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,financial advisor,other,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,financial consultant,other,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,fraud perpetrators,other,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,middle-aged,other,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,pacific northwest residents,other,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,university graduates,other,0.08,0.08,0.25,0.25
FINANCIAL_FRAUD,en,columbus-area residents,other,0.04,0.08,0.25,0.25
FINANCIAL_FRAUD,en,arizona,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,attorney/lawyers,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,attorneys,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,business community members,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,business degree holder,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,business owners,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,business scholarship recipient,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,child,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,college graduates,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,community figure,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,community member,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,community volunteer,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,defendant,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,donor,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,"dublin, ohio residents",other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,father,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,fathers,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,fbi,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,fbi agents/law enforcement,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,federal agents,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,federal authorities/law enforcement,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,federal investigators,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,federal prosecutors/investigators,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,former bank loan officers,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,founder,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,graduate,other,0.04,0.04,0.25,0.25
FINANCIAL_FRAUD,en,"hartford, connecticut residents",other,0.04,0.04,0.25,0.25
