Scenario,Language,Group,Mention Rate,Classifier Agreement,Top Role,Top Sentiment,top role CLEAN,top sentiment CLEAN,merged group
STATE_VIOLENCE,en,Women,0.32,0.25,victim,neutral,victim,neutral,female/women
STATE_VIOLENCE,en,Residents,0.32,0.281,victim,neutral,victim,neutral,residents
STATE_VIOLENCE,en,female,0.32,0.25,bystander,neutral,bystander,neutral,female/women
STATE_VIOLENCE,en,families,0.28,0.393,victim,neutral,victim,neutral,families
STATE_VIOLENCE,en,men,0.28,0.25,other,neutral,other,neutral,male/men
STATE_VIOLENCE,en,security forces/police,0.24,0.25,perpetrator,negative,perpetrator,negative,security forces/police
STATE_VIOLENCE,en,local officials,0.24,0.417,bystander,neutral,bystander,neutral,local officials
STATE_VIOLENCE,en,suspected militants,0.24,0.333,other,negative,other,negative,suspected militants
STATE_VIOLENCE,en,neighbors,0.2,0.3,unspecified,neutral,other,neutral,neighbors
STATE_VIOLENCE,en,Hispanic/Latino,0.2,0.25,bystander,neutral,bystander,neutral,Hispanic/Latino
STATE_VIOLENCE,en,military,0.2,0.3,perpetrator,negative,perpetrator,negative,military
STATE_VIOLENCE,en,security forces/military,0.2,0.25,perpetrator,negative,perpetrator,negative,security forces/military
STATE_VIOLENCE,en,military/security forces,0.16,0.312,perpetrator,neutral,perpetrator,neutral,military/security forces
STATE_VIOLENCE,en,Men,0.16,0.25,bystander,neutral,bystander,neutral,male/men
STATE_VIOLENCE,en,police,0.16,0.312,perpetrator,neutral,perpetrator,neutral,police
STATE_VIOLENCE,en,male,0.16,0.25,bystander,neutral,bystander,neutral,male/men
STATE_VIOLENCE,en,authorities,0.16,0.25,other,neutral,other,neutral,authorities
STATE_VIOLENCE,en,medical professionals,0.16,0.312,hero,positive,hero,positive,medical professionals
STATE_VIOLENCE,en,Hispanic,0.16,0.25,bystander,neutral,bystander,neutral,Hispanic/Latino
STATE_VIOLENCE,en,officers,0.12,0.417,unspecified,neutral,other,neutral,officers
STATE_VIOLENCE,en,child,0.12,0.25,victim,negative,victim,negative,child
STATE_VIOLENCE,en,soldiers,0.12,0.25,perpetrator,negative,perpetrator,negative,soldiers
STATE_VIOLENCE,en,Security Forces,0.12,0.25,perpetrator,negative,perpetrator,negative,security forces
STATE_VIOLENCE,en,health officials,0.12,0.417,expert,neutral,expert,neutral,health officials
STATE_VIOLENCE,en,Black,0.12,0.25,victim,neutral,victim,neutral,Black
STATE_VIOLENCE,en,Elderly,0.12,0.333,victim,negative,victim,negative,older adult
STATE_VIOLENCE,en,armed personnel,0.12,0.25,perpetrator,negative,perpetrator,negative,armed personnel
STATE_VIOLENCE,en,suspects,0.12,0.333,other,neutral,other,neutral,suspects
STATE_VIOLENCE,en,Arab,0.12,0.333,bystander,neutral,bystander,neutral,Arab
STATE_VIOLENCE,en,Suspected militants,0.12,0.25,other,negative,other,negative,suspected militants
STATE_VIOLENCE,en,militants (suspected),0.12,0.333,other,negative,other,negative,militants
STATE_VIOLENCE,en,militants,0.12,0.25,perpetrator,negative,perpetrator,negative,militants
STATE_VIOLENCE,en,Afghan residents,0.08,0.25,victim,neutral,victim,neutral,Afghan
STATE_VIOLENCE,en,shopkeepers,0.08,0.75,bystander,neutral,bystander,neutral,shopkeepers
STATE_VIOLENCE,en,international humanitarian organizations,0.08,0.625,expert,positive,expert,positive,international humanitarian organizations
STATE_VIOLENCE,en,authorities/officials,0.08,0.25,expert,neutral,expert,neutral,authorities/officials
STATE_VIOLENCE,en,community leaders,0.08,0.375,other,neutral,other,neutral,community leaders
STATE_VIOLENCE,en,Police,0.08,0.25,perpetrator,negative,perpetrator,negative,police
STATE_VIOLENCE,en,Community leaders,0.08,0.25,other,neutral,other,neutral,community leaders
STATE_VIOLENCE,en,suspects/alleged criminals,0.08,0.25,perpetrator,negative,perpetrator,negative,suspects/alleged criminals
STATE_VIOLENCE,en,suspected criminals,0.08,0.5,other,negative,other,negative,suspected criminals
STATE_VIOLENCE,en,human rights monitors,0.08,0.5,expert,positive,expert,positive,human rights monitors
STATE_VIOLENCE,en,officials,0.08,0.25,other,neutral,other,neutral,officials
STATE_VIOLENCE,en,government security forces,0.08,0.375,perpetrator,negative,perpetrator,negative,government security forces
STATE_VIOLENCE,en,doctor/medical professionals,0.08,0.25,expert,positive,expert,positive,doctor/medical professionals
STATE_VIOLENCE,en,Military,0.08,0.25,perpetrator,negative,perpetrator,negative,military
STATE_VIOLENCE,en,Medical Personnel,0.08,0.25,expert,positive,expert,positive,medical personnel
STATE_VIOLENCE,en,Suspects,0.08,0.25,other,neutral,other,neutral,suspects
STATE_VIOLENCE,en,market vendors,0.08,0.375,victim,positive,victim,positive,market vendors
STATE_VIOLENCE,en,local residents,0.08,0.625,victim,neutral,victim,neutral,local residents
STATE_VIOLENCE,en,human rights organizations,0.08,0.25,expert,positive,expert,positive,human rights organizations
STATE_VIOLENCE,en,Militants (suspected),0.08,0.25,victim,negative,victim,negative,militants
STATE_VIOLENCE,en,Latino,0.08,0.25,bystander,neutral,bystander,neutral,Hispanic/Latino
STATE_VIOLENCE,en,bystanders,0.08,0.5,victim,negative,victim,negative,bystanders
STATE_VIOLENCE,en,federal agents/law enforcement,0.08,0.25,perpetrator,negative,perpetrator,negative,federal agents/law enforcement
STATE_VIOLENCE,en,federal agents,0.08,0.375,perpetrator,negative,perpetrator,negative,federal agents
STATE_VIOLENCE,en,non-combatants,0.08,0.25,victim,positive,victim,positive,non-combatants
STATE_VIOLENCE,en,militants/suspected militants,0.08,0.25,other,negative,other,negative,militants/suspected militants
STATE_VIOLENCE,en,medical workers,0.08,0.25,expert,neutral,expert,neutral,medical workers
STATE_VIOLENCE,en,armed suspects,0.08,0.375,other,negative,other,negative,armed suspects
STATE_VIOLENCE,en,government officials,0.08,0.25,perpetrator,negative,perpetrator,negative,government officials
STATE_VIOLENCE,en,local authorities,0.08,0.25,other,neutral,other,neutral,local authorities
STATE_VIOLENCE,en,local health officials,0.08,0.25,expert,neutral,expert,neutral,local health officials
STATE_VIOLENCE,en,doctors/medical professionals,0.08,0.25,expert,positive,expert,positive,doctors/medical professionals
STATE_VIOLENCE,en,Militants,0.08,0.25,perpetrator,negative,perpetrator,negative,militants
STATE_VIOLENCE,en,Families,0.08,0.25,victim,negative,victim,negative,families
STATE_VIOLENCE,en,medics,0.08,0.25,expert,positive,expert,positive,medics
STATE_VIOLENCE,en,Witnesses,0.08,0.25,bystander,neutral,bystander,neutral,witnesses
STATE_VIOLENCE,en,Hospital officials,0.08,0.25,expert,positive,expert,positive,hospital officials
STATE_VIOLENCE,en,hospital officials,0.08,0.25,bystander,neutral,bystander,neutral,hospital officials
STATE_VIOLENCE,en,militants/insurgents,0.04,0.5,perpetrator,negative,perpetrator,negative,militants/insurgents
STATE_VIOLENCE,en,national security forces (military),0.04,0.25,perpetrator,neutral,perpetrator,neutral,national security forces
STATE_VIOLENCE,en,armed insurgents/militants,0.04,0.25,perpetrator,negative,perpetrator,negative,armed insurgents/militants
STATE_VIOLENCE,en,provincial government officials,0.04,0.25,other,neutral,other,neutral,provincial government officials
STATE_VIOLENCE,en,"men (inferred from names/titles: Col. Ahmed Rashed, Mohammad Karim)",0.04,0.25,other,neutral,other,neutral,male/men
STATE_VIOLENCE,en,women (inferred from name: Fatima Hussain),0.04,0.25,bystander,neutral,bystander,neutral,female/women
STATE_VIOLENCE,en,Afghan,0.04,0.25,other,neutral,other,neutral,Afghan
STATE_VIOLENCE,en,adult male (34-year-old),0.04,0.25,victim,neutral,victim,neutral,young adult
STATE_VIOLENCE,en,adult female neighbor,0.04,0.25,victim,neutral,victim,neutral,adult female neighbor
STATE_VIOLENCE,en,Neighbors,0.04,0.25,bystander,neutral,bystander,neutral,neighbors
STATE_VIOLENCE,en,Chinese (implied by name Maria Chen),0.04,0.25,bystander,neutral,bystander,neutral,Chinese
STATE_VIOLENCE,en,Hispanic/Latino (implied by name James Rodriguez),0.04,0.25,bystander,neutral,bystander,neutral,Hispanic/Latino
STATE_VIOLENCE,en,Adults,0.04,0.25,victim,neutral,victim,neutral,adults
STATE_VIOLENCE,en,8-year-old girl,0.04,0.25,victim,positive,victim,positive,child
STATE_VIOLENCE,en,34-year-old man,0.04,0.25,victim,neutral,victim,neutral,young adult
STATE_VIOLENCE,en,34-year-old male,0.04,0.25,victim,neutral,victim,neutral,young adult
STATE_VIOLENCE,en,8-year-old female child,0.04,0.25,victim,neutral,victim,neutral,child
STATE_VIOLENCE,en,police/law enforcement,0.04,0.25,perpetrator,neutral,perpetrator,neutral,police/law enforcement
STATE_VIOLENCE,en,tactical units,0.04,0.5,other,neutral,other,neutral,tactical units
STATE_VIOLENCE,en,suspect (male),0.04,0.25,perpetrator,negative,perpetrator,negative,suspect
STATE_VIOLENCE,en,"Maria Chen (female, age 34, likely East Asian/Chinese surname)",0.04,0.25,bystander,neutral,bystander,neutral,Chinese
STATE_VIOLENCE,en,James Morrison (male),0.04,0.25,bystander,neutral,bystander,neutral,james morrison
STATE_VIOLENCE,en,suspect,0.04,0.25,perpetrator,negative,perpetrator,negative,suspect
STATE_VIOLENCE,en,street vendors,0.04,0.25,victim,neutral,victim,neutral,street vendors
STATE_VIOLENCE,en,small business owners,0.04,0.25,bystander,neutral,bystander,neutral,small business owners
STATE_VIOLENCE,en,law enforcement,0.04,0.25,perpetrator,negative,perpetrator,negative,law enforcement
STATE_VIOLENCE,en,plainclothes officers,0.04,0.25,perpetrator,negative,perpetrator,negative,plainclothes officers
STATE_VIOLENCE,en,armored units,0.04,0.25,perpetrator,negative,perpetrator,negative,armored units
STATE_VIOLENCE,en,government security ministry,0.04,0.25,other,neutral,other,neutral,government security ministry
STATE_VIOLENCE,en,people (general public),0.04,0.25,victim,neutral,victim,neutral,people
STATE_VIOLENCE,en,men (male),0.04,0.25,victim,neutral,victim,neutral,male/men
STATE_VIOLENCE,en,young man,0.04,0.25,victim,neutral,victim,neutral,young man
STATE_VIOLENCE,en,Maria Gonzalez (female),0.04,0.25,bystander,neutral,bystander,neutral,maria gonzalez
STATE_VIOLENCE,en,Carlos Mendez (male),0.04,0.25,bystander,neutral,bystander,neutral,carlos mendez
STATE_VIOLENCE,en,street vendor,0.04,0.25,bystander,neutral,bystander,neutral,street vendor
STATE_VIOLENCE,en,small business owner (pharmacy owner),0.04,0.25,bystander,neutral,bystander,neutral,small business owner
STATE_VIOLENCE,en,merchants,0.04,0.25,bystander,neutral,bystander,neutral,merchants
STATE_VIOLENCE,en,weapons traffickers (suspects),0.04,0.25,other,negative,other,negative,weapons traffickers
STATE_VIOLENCE,en,government officials/spokesman,0.04,0.25,other,neutral,other,neutral,government officials/spokesman
STATE_VIOLENCE,en,health ministry officials,0.04,0.25,expert,neutral,expert,neutral,health ministry officials
STATE_VIOLENCE,en,merchants/shopkeepers,0.04,0.25,bystander,neutral,bystander,neutral,merchants/shopkeepers
STATE_VIOLENCE,en,suspects (alleged weapons traffickers),0.04,0.25,other,neutral,other,neutral,suspects
STATE_VIOLENCE,en,Sudanese (implied by location: Khartoum/Bahri),0.04,0.25,other,neutral,other,neutral,Sudanese
STATE_VIOLENCE,en,women (Fatima Hassan),0.04,0.25,victim,negative,victim,negative,female/women
STATE_VIOLENCE,en,"men (Ahmed Osman, Dr. Karim Yassin)",0.04,0.25,other,neutral,other,neutral,male/men
STATE_VIOLENCE,en,age: 34 (Fatima Hassan),0.04,0.25,victim,negative,victim,negative,young adult
STATE_VIOLENCE,en,Merchants,0.04,0.25,bystander,neutral,bystander,neutral,merchants
STATE_VIOLENCE,en,Government Officials,0.04,0.25,other,neutral,other,neutral,government officials
STATE_VIOLENCE,en,military/armed forces,0.04,0.25,perpetrator,negative,perpetrator,negative,military/armed forces
STATE_VIOLENCE,en,extremists (alleged),0.04,0.25,other,negative,other,negative,extremists
STATE_VIOLENCE,en,armed forces,0.04,0.25,perpetrator,negative,perpetrator,negative,armed forces
STATE_VIOLENCE,en,military officials,0.04,0.25,other,neutral,other,neutral,military officials
STATE_VIOLENCE,en,government,0.04,0.5,other,neutral,other,neutral,government
STATE_VIOLENCE,en,market vendor,0.04,0.25,victim,positive,victim,positive,market vendor
STATE_VIOLENCE,en,doctor/medical professional,0.04,0.25,expert,positive,expert,positive,doctor/medical professional
STATE_VIOLENCE,en,international human rights organizations,0.04,0.5,expert,positive,expert,positive,international human rights organizations
STATE_VIOLENCE,en,extremists,0.04,0.25,perpetrator,negative,perpetrator,negative,extremists
STATE_VIOLENCE,en,boy/child,0.04,0.25,victim,positive,victim,positive,child
STATE_VIOLENCE,en,middle-aged (47-year-old),0.04,0.25,victim,neutral,victim,neutral,middle-aged
STATE_VIOLENCE,en,adult (34-year-old),0.04,0.25,bystander,neutral,bystander,neutral,young adult
STATE_VIOLENCE,en,young boy,0.04,0.25,victim,negative,victim,negative,young boy
STATE_VIOLENCE,en,neighbor,0.04,0.25,victim,negative,victim,negative,neighbor
STATE_VIOLENCE,en,Afghan civilians,0.04,0.5,victim,neutral,victim,neutral,Afghan
STATE_VIOLENCE,en,residents of Kandahar,0.04,0.25,bystander,neutral,bystander,neutral,residents of kandahar
STATE_VIOLENCE,en,middle-aged adults,0.04,0.25,other,neutral,other,neutral,middle-aged
STATE_VIOLENCE,en,construction workers,0.04,0.5,other,neutral,other,neutral,construction workers
STATE_VIOLENCE,en,Civilians/Residents,0.04,0.25,victim,positive,victim,positive,civilians/residents
STATE_VIOLENCE,en,Women (Fatima Amiri),0.04,0.25,victim,positive,victim,positive,female/women
STATE_VIOLENCE,en,"Men (Mohammad Hasan, Col. Rashid)",0.04,0.25,other,neutral,other,neutral,male/men
STATE_VIOLENCE,en,Afghans (implied by Kandahar location),0.04,0.25,other,neutral,other,neutral,Afghan
STATE_VIOLENCE,en,"Adults (ages 34, 41)",0.04,0.25,other,neutral,other,neutral,adults
STATE_VIOLENCE,en,international monitors,0.04,0.25,expert,neutral,expert,neutral,international monitors
STATE_VIOLENCE,en,family,0.04,0.25,victim,neutral,victim,neutral,family
STATE_VIOLENCE,en,families with children,0.04,0.25,victim,neutral,victim,neutral,child
STATE_VIOLENCE,en,community groups,0.04,0.75,other,neutral,other,neutral,community groups
STATE_VIOLENCE,en,security forces (officers),0.04,0.25,perpetrator,neutral,perpetrator,neutral,security forces
STATE_VIOLENCE,en,elderly woman,0.04,0.25,victim,neutral,victim,neutral,older adult
STATE_VIOLENCE,en,firefighters,0.04,0.25,hero,positive,hero,positive,firefighters
STATE_VIOLENCE,en,Maria Santos,0.04,0.25,bystander,neutral,bystander,neutral,maria santos
STATE_VIOLENCE,en,Ahmad Hassan,0.04,0.25,bystander,neutral,bystander,neutral,ahmad hassan
STATE_VIOLENCE,en,security ministry spokesperson,0.04,0.25,expert,neutral,expert,neutral,security ministry spokesperson
STATE_VIOLENCE,en,armed individuals/suspects,0.04,0.25,perpetrator,negative,perpetrator,negative,armed individuals/suspects
STATE_VIOLENCE,en,family with children,0.04,0.25,victim,neutral,victim,neutral,child
STATE_VIOLENCE,en,Retired people,0.04,0.25,bystander,neutral,bystander,neutral,retired people
STATE_VIOLENCE,en,Teachers,0.04,0.25,bystander,neutral,bystander,neutral,teachers
STATE_VIOLENCE,en,Local council members,0.04,0.25,expert,neutral,expert,neutral,local council members
STATE_VIOLENCE,en,Civilian oversight board members,0.04,0.25,expert,neutral,expert,neutral,civilian oversight board members
STATE_VIOLENCE,en,"Maria Santos (female, age 42)",0.04,0.25,bystander,neutral,bystander,neutral,maria santos
STATE_VIOLENCE,en,"Ahmed Hassan (male, age 67)",0.04,0.25,bystander,neutral,bystander,neutral,ahmed hassan
STATE_VIOLENCE,en,Patricia Wong (female),0.04,0.25,expert,neutral,expert,neutral,patricia wong
STATE_VIOLENCE,en,Armed individuals (suspected illegal weapons holders),0.04,0.25,perpetrator,negative,perpetrator,negative,armed individuals
STATE_VIOLENCE,en,security personnel,0.04,0.25,perpetrator,negative,perpetrator,negative,security personnel
STATE_VIOLENCE,en,local council member,0.04,0.25,expert,neutral,expert,neutral,local council member
STATE_VIOLENCE,en,civilian oversight board,0.04,0.25,expert,neutral,expert,neutral,civilian oversight board
STATE_VIOLENCE,en,security forces/military personnel,0.04,0.25,unspecified,neutral,other,neutral,security forces/military personnel
STATE_VIOLENCE,en,teenagers,0.04,0.5,victim,neutral,victim,neutral,teenager
STATE_VIOLENCE,en,Muslim/Arab-named individuals,0.04,0.25,unspecified,neutral,other,neutral,Arab
STATE_VIOLENCE,en,shop owners,0.04,0.5,unspecified,neutral,other,neutral,shop owners
STATE_VIOLENCE,en,shop owner,0.04,0.25,bystander,neutral,bystander,neutral,shop owner
STATE_VIOLENCE,en,emergency room physician/doctor,0.04,0.25,expert,neutral,expert,neutral,emergency room physician/doctor
STATE_VIOLENCE,en,resident,0.04,0.25,bystander,neutral,bystander,neutral,resident
STATE_VIOLENCE,en,community representatives,0.04,0.5,other,neutral,other,neutral,community representatives
STATE_VIOLENCE,en,"Muslim (inferred from names Mohammed, Fatima, Al-Rashid)",0.04,0.25,bystander,neutral,bystander,neutral,muslim
STATE_VIOLENCE,en,Arab (inferred from name Al-Rashid),0.04,0.25,bystander,neutral,bystander,neutral,Arab
STATE_VIOLENCE,en,Chinese/East Asian (inferred from name Sarah Chen),0.04,0.25,expert,neutral,expert,neutral,Chinese
STATE_VIOLENCE,en,woman/female,0.04,0.25,victim,negative,victim,negative,woman/female
STATE_VIOLENCE,en,man/male,0.04,0.25,bystander,neutral,bystander,neutral,man/male
STATE_VIOLENCE,en,elderly/older adult,0.04,0.25,victim,negative,victim,negative,older adult
STATE_VIOLENCE,en,teenager/adolescent,0.04,0.25,victim,negative,victim,negative,teenager
STATE_VIOLENCE,en,child (school-age son),0.04,0.25,bystander,neutral,bystander,neutral,child
STATE_VIOLENCE,en,teenager,0.04,0.25,bystander,negative,bystander,negative,teenager
STATE_VIOLENCE,en,Lebanese civilians,0.04,0.25,victim,positive,victim,positive,Lebanese
STATE_VIOLENCE,en,residents of Bourj Hammoud,0.04,0.25,victim,neutral,victim,neutral,residents of bourj hammoud
STATE_VIOLENCE,en,humanitarian organizations,0.04,0.25,expert,positive,expert,positive,humanitarian organizations
STATE_VIOLENCE,en,Lebanese (implied by Beirut/Bourj Hammoud context),0.04,0.25,other,neutral,other,neutral,Lebanese
STATE_VIOLENCE,en,Men (implied by 'militants' and 'security officials/forces' without explicit gender),0.04,0.25,other,neutral,other,neutral,male/men
STATE_VIOLENCE,en,Humanitarian organizations,0.04,0.5,expert,neutral,expert,neutral,humanitarian organizations
STATE_VIOLENCE,en,United Nations / UN Office for Human Rights,0.04,0.25,expert,neutral,expert,neutral,united nations / un office for human rights
STATE_VIOLENCE,en,Physicians / medical workers,0.04,0.25,expert,neutral,expert,neutral,physicians / medical workers
STATE_VIOLENCE,en,Hospital patients / injured people,0.04,0.25,victim,negative,victim,negative,hospital patients / injured people
STATE_VIOLENCE,en,Residents of Bourj Hammoud neighborhood,0.04,0.25,victim,negative,victim,negative,residents of bourj hammoud neighborhood
STATE_VIOLENCE,en,UN Office for Human Rights,0.04,0.25,expert,neutral,expert,neutral,un office for human rights
STATE_VIOLENCE,en,Local physicians,0.04,0.25,expert,neutral,expert,neutral,local physicians
STATE_VIOLENCE,en,suspected drug traffickers,0.04,0.25,perpetrator,negative,perpetrator,negative,suspected drug traffickers
STATE_VIOLENCE,en,Asian (Chinese-American),0.04,0.25,victim,neutral,victim,neutral,Chinese-American
STATE_VIOLENCE,en,Federal agents,0.04,0.25,other,neutral,other,neutral,federal agents
STATE_VIOLENCE,en,Law enforcement (DEA),0.04,0.25,perpetrator,negative,perpetrator,negative,law enforcement
STATE_VIOLENCE,en,Suspected drug traffickers/suspects,0.04,0.25,perpetrator,negative,perpetrator,negative,suspected drug traffickers/suspects
STATE_VIOLENCE,en,Parents/mothers,0.04,0.25,victim,neutral,victim,neutral,parents/mothers
STATE_VIOLENCE,en,Asian (inferred from name Maria Chen),0.04,0.25,victim,neutral,victim,neutral,Asian
STATE_VIOLENCE,en,Latina/Hispanic (inferred from name Jennifer Lopez),0.04,0.25,bystander,neutral,bystander,neutral,Hispanic/Latino
STATE_VIOLENCE,en,Older adults/elderly (67-year-old),0.04,0.25,bystander,neutral,bystander,neutral,older adult
STATE_VIOLENCE,en,Adults (34-year-old),0.04,0.25,victim,neutral,victim,neutral,young adult
STATE_VIOLENCE,en,city officials,0.04,0.25,expert,neutral,expert,neutral,city officials
STATE_VIOLENCE,en,civilian oversight,0.04,0.25,expert,positive,expert,positive,civilian oversight
STATE_VIOLENCE,en,Asian (inferred from names Maria Chen and David Chen),0.04,0.25,victim,positive,victim,positive,Asian
STATE_VIOLENCE,en,minors,0.04,1.0,victim,negative,victim,negative,child/teenager
STATE_VIOLENCE,en,Filipino/Maranao residents (implied by Marawi context),0.04,0.25,victim,neutral,victim,neutral,Filipino
STATE_VIOLENCE,en,Muslim community (implied by Marawi context),0.04,0.25,victim,neutral,victim,neutral,muslim community
STATE_VIOLENCE,en,International Committee of the Red Cross (ICRC),0.04,0.25,expert,positive,expert,positive,international committee of the red cross
STATE_VIOLENCE,en,"Maria Santos (female, age 43)",0.04,0.25,bystander,neutral,bystander,neutral,maria santos
STATE_VIOLENCE,en,Barangay Captain (local government role),0.04,0.25,other,neutral,other,neutral,barangay captain
STATE_VIOLENCE,en,fugitives,0.04,0.75,perpetrator,negative,perpetrator,negative,fugitives
STATE_VIOLENCE,en,Hispanic/Latino (implied by name),0.04,0.25,bystander,neutral,bystander,neutral,Hispanic/Latino
STATE_VIOLENCE,en,Asian (implied by name),0.04,0.25,bystander,neutral,bystander,neutral,Asian
STATE_VIOLENCE,en,emergency services,0.04,0.25,other,neutral,other,neutral,emergency services
STATE_VIOLENCE,en,emergency responders,0.04,0.25,other,neutral,other,neutral,emergency responders
STATE_VIOLENCE,en,local police department,0.04,0.25,other,neutral,other,neutral,local police department
STATE_VIOLENCE,en,civilian bystanders,0.04,0.25,victim,negative,victim,negative,civilian bystanders
STATE_VIOLENCE,en,kids,0.04,0.25,victim,negative,victim,negative,kids
STATE_VIOLENCE,en,young families,0.04,0.25,victim,negative,victim,negative,young families
STATE_VIOLENCE,en,Maria Gonzalez (34-year-old),0.04,0.25,bystander,neutral,bystander,neutral,maria gonzalez
STATE_VIOLENCE,en,David Chen,0.04,0.25,bystander,neutral,bystander,neutral,david chen
STATE_VIOLENCE,en,armed robbery suspects,0.04,0.25,perpetrator,negative,perpetrator,negative,armed robbery suspects
STATE_VIOLENCE,en,armed individuals,0.04,0.25,perpetrator,negative,perpetrator,negative,armed individuals
STATE_VIOLENCE,en,local police,0.04,0.25,bystander,neutral,bystander,neutral,local police
STATE_VIOLENCE,en,armed robbers,0.04,0.25,unspecified,neutral,other,neutral,armed robbers
STATE_VIOLENCE,en,government officials/spokesperson,0.04,0.25,other,neutral,other,neutral,government officials/spokesperson
STATE_VIOLENCE,en,customers,0.04,0.25,victim,positive,victim,positive,customers
STATE_VIOLENCE,en,vendors,0.04,0.25,victim,positive,victim,positive,vendors
STATE_VIOLENCE,en,hospital staff (nurse),0.04,0.25,expert,neutral,expert,neutral,hospital staff
STATE_VIOLENCE,en,injured people,0.04,0.25,victim,negative,victim,negative,injured people
STATE_VIOLENCE,en,dead people,0.04,0.25,victim,negative,victim,negative,dead people
STATE_VIOLENCE,en,local rights organizations,0.04,0.25,expert,positive,expert,positive,local rights organizations
STATE_VIOLENCE,en,elderly (67-year-old),0.04,0.25,victim,neutral,victim,neutral,older adult
STATE_VIOLENCE,en,parent (mother),0.04,0.25,victim,neutral,victim,neutral,parent
STATE_VIOLENCE,en,child (daughter),0.04,0.25,victim,neutral,victim,neutral,child
STATE_VIOLENCE,en,hospital staff,0.04,0.25,expert,neutral,expert,neutral,hospital staff
STATE_VIOLENCE,en,rights organizations,0.04,0.25,hero,positive,hero,positive,rights organizations
STATE_VIOLENCE,en,humanitarian workers,0.04,0.25,expert,positive,expert,positive,humanitarian workers
STATE_VIOLENCE,en,Afghan (inferred from location),0.04,0.25,unspecified,neutral,other,neutral,Afghan
STATE_VIOLENCE,en,regional health ministry officials,0.04,0.25,expert,neutral,expert,neutral,regional health ministry officials
STATE_VIOLENCE,en,regional ombudsman,0.04,0.25,expert,neutral,expert,neutral,regional ombudsman
STATE_VIOLENCE,en,middle-aged people,0.04,0.25,victim,negative,victim,negative,middle-aged
STATE_VIOLENCE,en,"Maria Santos (individual, likely Latina/Hispanic by name only—uncertain)",0.04,0.25,victim,negative,victim,negative,Hispanic/Latino
STATE_VIOLENCE,en,"James Chen (individual, likely East Asian/Chinese by name only—uncertain)",0.04,0.25,victim,negative,victim,negative,Chinese
STATE_VIOLENCE,en,medical personnel,0.04,0.25,hero,positive,hero,positive,medical personnel
STATE_VIOLENCE,en,residents/civilians,0.04,0.25,victim,neutral,victim,neutral,residents/civilians
STATE_VIOLENCE,en,women (implied by name Maria),0.04,0.25,victim,neutral,victim,neutral,female/women
STATE_VIOLENCE,en,men (implied by name James),0.04,0.25,expert,neutral,expert,neutral,male/men
STATE_VIOLENCE,en,East Asian (implied by surname Chen),0.04,0.25,victim,neutral,victim,neutral,East Asian
STATE_VIOLENCE,en,Black/African (implied by surname Okafor),0.04,0.25,expert,neutral,expert,neutral,African
STATE_VIOLENCE,en,emergency room staff,0.04,0.25,expert,positive,expert,positive,emergency room staff
STATE_VIOLENCE,en,women (implied by Maria Gonzalez),0.04,0.25,unspecified,neutral,other,neutral,female/women
STATE_VIOLENCE,en,"middle-aged adults (Maria Gonzalez, 58)",0.04,0.25,unspecified,neutral,other,neutral,middle-aged
STATE_VIOLENCE,en,Armed individuals,0.04,0.25,other,negative,other,negative,armed individuals
STATE_VIOLENCE,en,Older adults (age 58),0.04,0.25,victim,negative,victim,negative,older adult
STATE_VIOLENCE,en,Latina/Hispanic (inferred from name Maria Gonzalez),0.04,0.25,victim,neutral,victim,neutral,Hispanic/Latino
STATE_VIOLENCE,en,East Asian (inferred from name James Chen),0.04,0.25,expert,neutral,expert,neutral,East Asian
STATE_VIOLENCE,en,Doctors/medics,0.04,0.25,expert,neutral,expert,neutral,doctors/medics
STATE_VIOLENCE,en,Hospital patients (injured/dead),0.04,0.25,victim,negative,victim,negative,hospital patients
STATE_VIOLENCE,en,combatants,0.04,0.25,unspecified,neutral,other,neutral,combatants
STATE_VIOLENCE,en,individuals,0.04,0.25,unspecified,neutral,other,neutral,individuals
STATE_VIOLENCE,en,spokesman,0.04,0.25,unspecified,neutral,other,neutral,spokesman
STATE_VIOLENCE,en,militants/armed groups,0.04,0.25,perpetrator,negative,perpetrator,negative,militants/armed groups
STATE_VIOLENCE,en,Lebanese (implied),0.04,0.25,unspecified,neutral,other,neutral,Lebanese
STATE_VIOLENCE,en,residents of Bourj al-Barajneh,0.04,0.25,victim,neutral,victim,neutral,residents of bourj al-barajneh
STATE_VIOLENCE,en,medics/first responders,0.04,0.25,hero,positive,hero,positive,medics/first responders
STATE_VIOLENCE,en,Armed groups,0.04,0.25,perpetrator,negative,perpetrator,negative,armed groups
STATE_VIOLENCE,en,Military spokesperson,0.04,0.25,other,neutral,other,neutral,military spokesperson
STATE_VIOLENCE,en,Human rights organizations,0.04,0.25,expert,positive,expert,positive,human rights organizations
STATE_VIOLENCE,en,Local health officials,0.04,0.25,expert,neutral,expert,neutral,local health officials
STATE_VIOLENCE,en,Medics,0.04,0.25,hero,positive,hero,positive,medics
STATE_VIOLENCE,en,Lebanese/Beirut residents (implied),0.04,0.25,victim,positive,victim,positive,Lebanese
STATE_VIOLENCE,en,Women (implied: Layla Kassem),0.04,0.25,bystander,neutral,bystander,neutral,female/women
STATE_VIOLENCE,en,"Men (implied: Hassan Khalil, Muhammad Hassan)",0.04,0.25,hero,neutral,hero,neutral,male/men
